id,reltrad,reltrad2,reltrad3
365,Roman Catholic,Roman Catholic,Roman Catholic
366,Roman Catholic,Roman Catholic,Roman Catholic
367,Roman Catholic,Roman Catholic,Roman Catholic
368,Black Protestant,Black Protestant,Black Protestant
369,Roman Catholic,Roman Catholic,Roman Catholic
370,Roman Catholic,Roman Catholic,Roman Catholic
371,Mainline Protestant,Mainline Protestant,Mainline Protestant
372,Roman Catholic,Roman Catholic,Roman Catholic
373,Roman Catholic,Roman Catholic,Roman Catholic
374,Roman Catholic,Roman Catholic,Roman Catholic
375,None,None,None
376,Mainline Protestant,Mainline Protestant,Mainline Protestant
377,Mainline Protestant,Mainline Protestant,Mainline Protestant
378,Roman Catholic,Roman Catholic,Roman Catholic
379,Jewish,Jewish,Jewish
380,None,None,None
381,Jewish,Jewish,Jewish
382,Mainline Protestant,Mainline Protestant,Mainline Protestant
383,None,None,None
384,Conservative Protestant,Conservative Protestant,Conservative Protestant
385,Roman Catholic,Roman Catholic,Roman Catholic
386,Conservative Protestant,Conservative Protestant,Conservative Protestant
387,None,None,None
388,Mainline Protestant,Mainline Protestant,Mainline Protestant
389,Roman Catholic,Roman Catholic,Roman Catholic
390,Roman Catholic,Roman Catholic,Roman Catholic
391,Roman Catholic,Roman Catholic,Roman Catholic
392,Roman Catholic,Roman Catholic,Roman Catholic
393,Black Protestant,Black Protestant,Black Protestant
394,None,None,None
395,Roman Catholic,Roman Catholic,Roman Catholic
396,Roman Catholic,Roman Catholic,Roman Catholic
397,Mainline Protestant,Mainline Protestant,Mainline Protestant
398,Roman Catholic,Roman Catholic,Roman Catholic
399,None,None,None
400,Mainline Protestant,Mainline Protestant,Mainline Protestant
401,Black Protestant,Black Protestant,Black Protestant
402,Roman Catholic,Roman Catholic,Roman Catholic
403,None,None,None
404,Roman Catholic,Roman Catholic,Roman Catholic
405,Roman Catholic,Roman Catholic,Roman Catholic
406,Other,Other,Other
407,Roman Catholic,Roman Catholic,Roman Catholic
408,Roman Catholic,Roman Catholic,Roman Catholic
409,Mainline Protestant,Mainline Protestant,Mainline Protestant
410,Mainline Protestant,Mainline Protestant,Mainline Protestant
411,Mainline Protestant,Mainline Protestant,Mainline Protestant
412,Conservative Protestant,Conservative Protestant,Conservative Protestant
413,Black Protestant,Black Protestant,Black Protestant
414,Black Protestant,Black Protestant,Black Protestant
415,Conservative Protestant,Conservative Protestant,Conservative Protestant
416,Black Protestant,Black Protestant,Black Protestant
417,Conservative Protestant,Conservative Protestant,Conservative Protestant
418,Roman Catholic,Roman Catholic,Roman Catholic
419,None,None,None
420,Roman Catholic,Roman Catholic,Roman Catholic
421,Conservative Protestant,Conservative Protestant,Conservative Protestant
422,Other,Other,Other
423,Mainline Protestant,Mainline Protestant,Mainline Protestant
424,Roman Catholic,Roman Catholic,Roman Catholic
425,Roman Catholic,Roman Catholic,Roman Catholic
426,Mainline Protestant,Mainline Protestant,Mainline Protestant
427,Conservative Protestant,Conservative Protestant,Conservative Protestant
428,Conservative Protestant,Conservative Protestant,Protestant No Denomination
429,Roman Catholic,Roman Catholic,Roman Catholic
430,Mainline Protestant,Mainline Protestant,Mainline Protestant
431,Mainline Protestant,Mainline Protestant,Mainline Protestant
432,Roman Catholic,Roman Catholic,Roman Catholic
433,Mainline Protestant,Mainline Protestant,Mainline Protestant
434,Roman Catholic,Roman Catholic,Roman Catholic
435,Mainline Protestant,Mainline Protestant,Mainline Protestant
436,Mainline Protestant,Mainline Protestant,Mainline Protestant
437,Mainline Protestant,Mainline Protestant,Mainline Protestant
438,NA,Conservative Protestant,Protestant No Denomination
439,Black Protestant,Black Protestant,Black Protestant
440,Mainline Protestant,Mainline Protestant,Mainline Protestant
441,Roman Catholic,Roman Catholic,Roman Catholic
442,Other,Other,Other
443,Roman Catholic,Roman Catholic,Roman Catholic
444,Mainline Protestant,Mainline Protestant,Mainline Protestant
445,Roman Catholic,Roman Catholic,Roman Catholic
446,Mainline Protestant,Mainline Protestant,Mainline Protestant
447,None,None,None
448,Conservative Protestant,Conservative Protestant,Conservative Protestant
449,Roman Catholic,Roman Catholic,Roman Catholic
450,Conservative Protestant,Conservative Protestant,Conservative Protestant
451,Other,Other,Other
452,Roman Catholic,Roman Catholic,Roman Catholic
453,Roman Catholic,Roman Catholic,Roman Catholic
454,Conservative Protestant,Conservative Protestant,Conservative Protestant
455,Roman Catholic,Roman Catholic,Roman Catholic
456,Roman Catholic,Roman Catholic,Roman Catholic
457,NA,Conservative Protestant,Protestant No Denomination
458,Mainline Protestant,Mainline Protestant,Mainline Protestant
459,Mainline Protestant,Mainline Protestant,Mainline Protestant
460,Mainline Protestant,Mainline Protestant,Mainline Protestant
461,Roman Catholic,Roman Catholic,Roman Catholic
462,Mainline Protestant,Mainline Protestant,Mainline Protestant
463,Mainline Protestant,Mainline Protestant,Mainline Protestant
464,None,None,None
465,Roman Catholic,Roman Catholic,Roman Catholic
466,Conservative Protestant,Conservative Protestant,Conservative Protestant
467,Other,Other,Other
468,Black Protestant,Black Protestant,Black Protestant
469,Black Protestant,Black Protestant,Black Protestant
470,Black Protestant,Black Protestant,Black Protestant
471,Black Protestant,Black Protestant,Black Protestant
472,None,None,None
473,Roman Catholic,Roman Catholic,Roman Catholic
474,Roman Catholic,Roman Catholic,Roman Catholic
475,Roman Catholic,Roman Catholic,Roman Catholic
476,Mainline Protestant,Mainline Protestant,Mainline Protestant
477,Conservative Protestant,Conservative Protestant,Conservative Protestant
478,Mainline Protestant,Mainline Protestant,Mainline Protestant
479,Conservative Protestant,Conservative Protestant,Conservative Protestant
480,Roman Catholic,Roman Catholic,Roman Catholic
481,Roman Catholic,Roman Catholic,Roman Catholic
482,Conservative Protestant,Conservative Protestant,Conservative Protestant
483,Conservative Protestant,Conservative Protestant,Conservative Protestant
484,Mainline Protestant,Mainline Protestant,Mainline Protestant
485,Other,Other,Other
486,Mainline Protestant,Mainline Protestant,Mainline Protestant
487,Roman Catholic,Roman Catholic,Roman Catholic
488,Conservative Protestant,Conservative Protestant,Conservative Protestant
489,Mainline Protestant,Mainline Protestant,Mainline Protestant
490,Mainline Protestant,Mainline Protestant,Mainline Protestant
491,Roman Catholic,Roman Catholic,Roman Catholic
492,Roman Catholic,Roman Catholic,Roman Catholic
493,Roman Catholic,Roman Catholic,Roman Catholic
494,Conservative Protestant,Conservative Protestant,Protestant No Denomination
495,Roman Catholic,Roman Catholic,Roman Catholic
496,Mainline Protestant,Mainline Protestant,Mainline Protestant
497,None,None,None
498,Mainline Protestant,Mainline Protestant,Mainline Protestant
499,Mainline Protestant,Mainline Protestant,Mainline Protestant
500,Roman Catholic,Roman Catholic,Roman Catholic
501,Roman Catholic,Roman Catholic,Roman Catholic
502,Mainline Protestant,Mainline Protestant,Mainline Protestant
503,Mainline Protestant,Mainline Protestant,Mainline Protestant
504,NA,NA,NA
505,Roman Catholic,Roman Catholic,Roman Catholic
506,Mainline Protestant,Mainline Protestant,Mainline Protestant
507,Conservative Protestant,Conservative Protestant,Conservative Protestant
508,Mainline Protestant,Mainline Protestant,Mainline Protestant
509,Mainline Protestant,Mainline Protestant,Mainline Protestant
510,Conservative Protestant,Conservative Protestant,Conservative Protestant
511,Mainline Protestant,Mainline Protestant,Mainline Protestant
512,Mainline Protestant,Mainline Protestant,Mainline Protestant
513,Roman Catholic,Roman Catholic,Roman Catholic
514,Black Protestant,Black Protestant,Black Protestant
515,Mainline Protestant,Mainline Protestant,Mainline Protestant
516,Mainline Protestant,Mainline Protestant,Mainline Protestant
517,None,None,None
518,Mainline Protestant,Mainline Protestant,Mainline Protestant
519,Mainline Protestant,Mainline Protestant,Mainline Protestant
520,Conservative Protestant,Conservative Protestant,Protestant No Denomination
521,Mainline Protestant,Mainline Protestant,Mainline Protestant
522,Mainline Protestant,Mainline Protestant,Mainline Protestant
523,Mainline Protestant,Mainline Protestant,Mainline Protestant
524,Conservative Protestant,Conservative Protestant,Conservative Protestant
525,Conservative Protestant,Conservative Protestant,Conservative Protestant
526,Mainline Protestant,Mainline Protestant,Mainline Protestant
527,Conservative Protestant,Conservative Protestant,Conservative Protestant
528,Conservative Protestant,Conservative Protestant,Conservative Protestant
529,Mainline Protestant,Mainline Protestant,Mainline Protestant
530,Mainline Protestant,Mainline Protestant,Mainline Protestant
531,Conservative Protestant,Conservative Protestant,Protestant No Denomination
532,Roman Catholic,Roman Catholic,Roman Catholic
533,Conservative Protestant,Conservative Protestant,Protestant No Denomination
534,Other,Other,Other
535,Mainline Protestant,Mainline Protestant,Mainline Protestant
536,Conservative Protestant,Conservative Protestant,Conservative Protestant
537,Mainline Protestant,Mainline Protestant,Mainline Protestant
538,Mainline Protestant,Mainline Protestant,Mainline Protestant
539,Conservative Protestant,Conservative Protestant,Conservative Protestant
540,Mainline Protestant,Mainline Protestant,Mainline Protestant
541,None,None,None
542,Roman Catholic,Roman Catholic,Roman Catholic
543,Black Protestant,Black Protestant,Black Protestant
544,Black Protestant,Black Protestant,Black Protestant
545,Black Protestant,Black Protestant,Black Protestant
546,Black Protestant,Black Protestant,Black Protestant
547,Roman Catholic,Roman Catholic,Roman Catholic
548,Mainline Protestant,Mainline Protestant,Mainline Protestant
549,Mainline Protestant,Mainline Protestant,Mainline Protestant
550,Mainline Protestant,Mainline Protestant,Mainline Protestant
551,Mainline Protestant,Mainline Protestant,Mainline Protestant
552,Mainline Protestant,Mainline Protestant,Mainline Protestant
553,None,None,None
554,Conservative Protestant,Conservative Protestant,Conservative Protestant
555,NA,Conservative Protestant,Protestant No Denomination
556,Mainline Protestant,Mainline Protestant,Mainline Protestant
557,Roman Catholic,Roman Catholic,Roman Catholic
558,Conservative Protestant,Conservative Protestant,Conservative Protestant
559,Roman Catholic,Roman Catholic,Roman Catholic
560,Roman Catholic,Roman Catholic,Roman Catholic
561,Mainline Protestant,Mainline Protestant,Mainline Protestant
562,Mainline Protestant,Mainline Protestant,Mainline Protestant
563,Conservative Protestant,Conservative Protestant,Conservative Protestant
564,Conservative Protestant,Conservative Protestant,Conservative Protestant
565,Roman Catholic,Roman Catholic,Roman Catholic
566,Black Protestant,Black Protestant,Black Protestant
567,Roman Catholic,Roman Catholic,Roman Catholic
568,None,None,None
569,Mainline Protestant,Mainline Protestant,Mainline Protestant
570,Roman Catholic,Roman Catholic,Roman Catholic
571,Conservative Protestant,Conservative Protestant,Conservative Protestant
572,Mainline Protestant,Mainline Protestant,Mainline Protestant
573,Conservative Protestant,Conservative Protestant,Conservative Protestant
574,Mainline Protestant,Mainline Protestant,Mainline Protestant
575,Roman Catholic,Roman Catholic,Roman Catholic
576,Roman Catholic,Roman Catholic,Roman Catholic
577,None,None,None
578,None,None,None
579,None,None,None
580,Mainline Protestant,Mainline Protestant,Mainline Protestant
581,Roman Catholic,Roman Catholic,Roman Catholic
582,Roman Catholic,Roman Catholic,Roman Catholic
583,NA,NA,NA
584,Roman Catholic,Roman Catholic,Roman Catholic
585,Conservative Protestant,Conservative Protestant,Conservative Protestant
586,Mainline Protestant,Mainline Protestant,Mainline Protestant
587,Roman Catholic,Roman Catholic,Roman Catholic
588,Mainline Protestant,Mainline Protestant,Mainline Protestant
589,Roman Catholic,Roman Catholic,Roman Catholic
590,Roman Catholic,Roman Catholic,Roman Catholic
591,Conservative Protestant,Conservative Protestant,Conservative Protestant
592,Mainline Protestant,Mainline Protestant,Mainline Protestant
593,Mainline Protestant,Mainline Protestant,Mainline Protestant
594,Conservative Protestant,Conservative Protestant,Conservative Protestant
595,Mainline Protestant,Mainline Protestant,Mainline Protestant
596,NA,NA,NA
597,Mainline Protestant,Mainline Protestant,Mainline Protestant
598,Mainline Protestant,Mainline Protestant,Mainline Protestant
599,NA,Conservative Protestant,Protestant No Denomination
600,Roman Catholic,Roman Catholic,Roman Catholic
601,Mainline Protestant,Mainline Protestant,Mainline Protestant
602,Mainline Protestant,Mainline Protestant,Mainline Protestant
603,Roman Catholic,Roman Catholic,Roman Catholic
604,Jewish,Jewish,Jewish
605,Other,Other,Other
606,Other,Other,Other
607,Mainline Protestant,Mainline Protestant,Mainline Protestant
608,Mainline Protestant,Mainline Protestant,Mainline Protestant
609,Roman Catholic,Roman Catholic,Roman Catholic
610,Roman Catholic,Roman Catholic,Roman Catholic
611,Mainline Protestant,Mainline Protestant,Mainline Protestant
612,Conservative Protestant,Conservative Protestant,Conservative Protestant
613,Mainline Protestant,Mainline Protestant,Mainline Protestant
614,Roman Catholic,Roman Catholic,Roman Catholic
615,Mainline Protestant,Mainline Protestant,Mainline Protestant
616,None,None,None
617,Mainline Protestant,Mainline Protestant,Mainline Protestant
618,None,None,None
619,Mainline Protestant,Mainline Protestant,Mainline Protestant
620,Mainline Protestant,Mainline Protestant,Mainline Protestant
621,Conservative Protestant,Conservative Protestant,Conservative Protestant
622,Conservative Protestant,Conservative Protestant,Conservative Protestant
623,Conservative Protestant,Conservative Protestant,Conservative Protestant
624,Mainline Protestant,Mainline Protestant,Mainline Protestant
625,Mainline Protestant,Mainline Protestant,Mainline Protestant
